,0
2142,156.36
2143,156.38
2144,156.31
2145,156.28
2146,156.36
2147,156.36
2148,156.3
2149,156.33
2150,156.35
2151,156.31
2152,156.33
2153,156.37
2154,156.28
2155,156.28
2156,156.38
2157,156.38
2158,156.28
2159,156.22
2160,156.15
2161,156.04
2162,156.06
2163,156.18
2164,156.13
2165,156.02
2166,156.09
2167,156.04
2168,156.06
2169,156.13
2170,156.06
2171,155.98
2172,156.03
2173,156.11
2174,156.19
2175,156.28
2176,156.28
2177,156.23
2178,156.23
2179,156.34
2180,156.34
2181,156.28
2182,156.35
2183,156.37
2184,156.3
2185,156.31
2186,156.35
2187,156.3
2188,156.28
2189,156.31
2190,156.23
2191,156.18
2192,156.3
2193,156.31
2194,156.18
2195,156.2
2196,156.28
2197,156.2
2198,156.22
2199,156.28
2200,156.19
2201,156.09
2202,156.17
2203,156.23
2204,156.63
2205,156.68
2206,156.23
2207,156.12
2208,156.18
2209,156.2
2210,156.12
2211,156.14
2212,156.23
2213,156.16
2214,156.09
2215,156.14
2216,156.12
2217,156.12
2218,156.13
2219,156.13
2220,156.06
2221,156.06
2222,156.14
2223,156.06
2224,155.99
2225,156.09
2226,156.13
2227,156.11
2228,156.15
2229,156.22
2230,156.17
2231,156.13
2232,156.18
2233,156.19
2234,156.2
2235,156.25
2236,156.19
2237,156.16
2238,156.23
2239,156.25
2240,156.23
2241,156.31
2242,156.35
2243,156.22
2244,156.23
2245,156.31
2246,156.31
2247,156.31
2248,156.34
2249,156.31
2250,156.23
2251,156.27
2252,156.31
2253,156.27
2254,156.28
2255,156.3
2256,156.25
2257,156.26
2258,156.36
2259,156.34
2260,156.31
2261,156.36
2262,156.34
2263,156.26
2264,156.28
2265,156.33
2266,156.25
2267,156.2
2268,156.26
2269,156.19
2270,156.19
2271,156.3
2272,156.26
2273,156.22
2274,156.26
2275,156.26
2276,156.22
2277,156.25
2278,156.3
2279,156.25
2280,156.23
2281,156.3
2282,156.35
2283,156.34
2284,156.35
2285,156.33
2286,156.27
2287,156.31
2288,156.36
2289,156.33
2290,156.26
2291,156.3
2292,156.31
2293,156.26
2294,156.28
2295,156.31
2296,156.28
2297,156.31
2298,156.34
2299,156.23
2300,156.22
2301,156.28
2302,156.23
2303,156.18
2304,156.17
2305,156.17
2306,156.22
2307,156.28
2308,156.3
2309,156.23
2310,156.2
2311,156.22
2312,156.15
2313,156.17
2314,156.25
2315,156.23
2316,156.13
2317,156.13
2318,156.17
2319,156.13
2320,156.18
2321,156.2
2322,156.13
2323,156.12
2324,156.14
2325,156.13
2326,156.11
2327,156.14
2328,156.09
2329,156.01
2330,156.09
2331,156.16
2332,156.16
2333,156.18
2334,156.17
2335,156.09
2336,156.09
2337,156.19
2338,156.19
2339,156.14
2340,156.15
2341,156.13
2342,156.06
2343,156.07
2344,156.16
2345,156.09
2346,156.04
2347,156.17
2348,156.15
2349,156.16
2350,156.23
2351,156.17
2352,156.11
2353,156.19
2354,156.25
2355,156.17
2356,156.15
2357,156.17
2358,156.16
2359,156.18
2360,156.31
2361,156.28
2362,156.23
2363,156.31
2364,156.28
2365,156.16
2366,156.22
2367,156.28
2368,156.2
2369,156.18
2370,156.22
2371,156.19
2372,156.18
2373,156.23
2374,156.2
2375,156.15
2376,156.2
2377,156.2
2378,156.18
2379,156.23
2380,156.31
2381,156.23
2382,156.23
2383,156.37
2384,156.36
2385,156.31
2386,156.34
2387,156.35
2388,156.3
2389,156.38
2390,156.46
2391,156.37
2392,156.35
2393,156.38
2394,156.37
2395,156.36
2396,156.35
2397,156.27
2398,156.2
2399,156.26
2400,156.28
2401,156.22
2402,156.28
2403,156.35
2404,156.25
2405,156.2
2406,156.28
2407,156.26
2408,156.2
2409,156.27
2410,156.27
2411,156.22
2412,156.28
2413,156.38
2414,156.37
2415,156.36
2416,156.42
2417,156.38
2418,156.34
2419,156.38
2420,156.37
2421,156.31
2422,156.34
2423,156.36
2424,156.28
2425,156.3
2426,156.37
2427,156.34
2428,156.31
2429,156.33
2430,156.31
2431,156.27
2432,156.27
2433,156.28
2434,156.25
2435,156.28
2436,156.28
2437,156.25
2438,156.31
2439,156.39
2440,156.33
2441,156.25
2442,156.3
2443,156.34
2444,156.35
2445,156.39
2446,156.39
2447,156.27
2448,156.22
2449,156.27
2450,156.28
2451,156.31
2452,156.36
2453,156.26
2454,156.16
2455,156.23
2456,156.31
2457,156.3
2458,156.3
2459,156.28
2460,156.2
2461,156.22
2462,156.3
2463,156.31
2464,156.27
2465,156.28
2466,156.26
2467,156.23
2468,156.31
2469,156.41
2470,156.41
2471,156.36
2472,156.37
2473,156.34
2474,156.25
2475,156.31
2476,156.33
2477,156.28
2478,156.31
2479,156.3
2480,156.19
2481,156.23
2482,156.34
2483,156.25
2484,156.18
2485,156.26
2486,156.25
2487,156.23
2488,156.3
2489,156.27
2490,156.22
2491,156.27
2492,156.31
2493,156.25
2494,156.25
2495,156.3
2496,156.28
2497,156.27
2498,156.28
2499,156.26
2500,156.23
2501,156.3
2502,156.27
2503,156.18
2504,156.22
2505,156.3
2506,156.26
2507,156.23
2508,156.3
2509,156.27
2510,156.23
2511,156.31
2512,156.36
2513,156.26
2514,156.3
2515,156.3
2516,156.22
2517,156.27
2518,156.35
2519,156.34
2520,156.33
2521,156.37
2522,156.31
2523,156.34
2524,156.41
2525,156.27
2526,156.26
2527,156.31
2528,156.39
2529,156.26
2530,156.2
2531,156.26
2532,156.23
2533,156.18
2534,156.3
2535,156.28
2536,156.18
2537,156.23
2538,156.25
2539,156.17
2540,156.17
2541,156.23
2542,156.19
2543,156.18
2544,156.26
2545,156.27
2546,156.23
2547,156.31
2548,156.3
2549,156.2
2550,156.23
2551,156.27
2552,156.23
2553,156.23
2554,156.27
2555,156.22
2556,156.14
2557,156.23
2558,156.3
2559,156.18
2560,156.17
2561,156.2
2562,156.18
2563,156.23
2564,156.27
2565,156.19
2566,156.15
2567,156.22
2568,156.2
2569,156.15
2570,156.23
2571,156.33
2572,156.3
2573,156.3
2574,156.34
2575,156.27
2576,156.3
2577,156.37
2578,156.28
2579,156.2
2580,156.26
2581,156.28
2582,156.27
2583,156.31
2584,156.33
2585,156.22
2586,156.2
2587,156.26
2588,156.17
2589,156.13
2590,156.19
2591,156.23
2592,156.16
2593,156.18
2594,156.26
2595,156.27
2596,156.27
2597,156.27
2598,156.2
2599,156.19
2600,156.31
2601,156.3
2602,156.19
2603,156.23
2604,156.25
2605,156.19
2606,156.23
2607,156.31
2608,156.18
2609,156.13
2610,156.22
2611,156.19
2612,156.15
2613,156.25
2614,156.26
2615,156.15
2616,156.17
2617,156.19
2618,156.14
2619,156.17
2620,156.25
2621,156.19
2622,156.16
2623,156.22
2624,156.22
2625,156.17
2626,156.23
2627,156.22
2628,156.13
2629,156.14
2630,156.22
2631,156.2
2632,156.13
2633,156.15
2634,156.09
2635,156.06
2636,156.15
2637,156.18
2638,156.13
2639,156.13
2640,156.12
2641,156.11
2642,156.13
2643,156.19
2644,156.14
2645,156.06
2646,156.12
2647,156.16
2648,156.14
2649,156.2
2650,156.23
2651,156.18
2652,156.25
2653,156.31
2654,156.27
2655,156.23
2656,156.26
2657,156.2
2658,156.17
2659,156.2
2660,156.23
2661,156.2
2662,156.22
2663,156.28
2664,156.2
2665,156.17
2666,156.23
2667,156.2
2668,156.13
2669,156.13
2670,156.16
2671,156.13
2672,156.12
2673,156.17
2674,156.14
2675,156.17
2676,156.23
2677,156.17
2678,156.16
2679,156.23
2680,156.23
2681,156.15
2682,156.18
2683,156.23
2684,156.23
2685,156.28
2686,156.3
2687,156.23
2688,156.22
2689,156.26
2690,156.23
2691,156.18
2692,156.25
2693,156.25
2694,156.16
2695,156.2
2696,156.23
2697,156.2
2698,156.17
2699,156.2
2700,156.18
2701,156.15
2702,156.22
2703,156.23
2704,156.2
2705,156.25
2706,156.25
2707,156.16
2708,156.17
2709,156.25
2710,156.14
2711,156.11
2712,156.17
2713,156.16
2714,156.23
2715,156.31
2716,156.26
2717,156.19
2718,156.23
2719,156.28
2720,156.23
2721,156.25
2722,156.26
2723,156.17
2724,156.12
2725,156.22
2726,156.26
2727,156.16
2728,156.17
2729,156.27
2730,156.22
2731,156.18
2732,156.26
2733,156.23
2734,156.17
2735,156.17
2736,156.14
2737,156.12
2738,156.13
2739,156.11
2740,156.09
2741,156.12
2742,156.14
2743,156.13
2744,156.13
2745,156.19
2746,156.17
2747,156.14
2748,156.19
2749,156.23
2750,156.18
2751,156.19
2752,156.19
2753,156.12
2754,156.14
2755,156.25
2756,156.19
2757,156.18
2758,156.23
2759,156.22
2760,156.15
2761,156.2
2762,156.26
2763,156.16
2764,156.17
2765,156.2
2766,156.13
2767,156.09
2768,156.17
2769,156.16
2770,156.09
2771,156.12
2772,156.14
2773,156.13
2774,156.2
2775,156.19
2776,156.09
2777,156.11
2778,156.15
2779,156.09
2780,156.09
2781,156.17
2782,156.14
2783,156.06
2784,156.15
2785,156.2
2786,156.12
2787,156.12
2788,156.17
2789,156.07
2790,156.03
2791,156.14
2792,156.12
2793,156.09
2794,156.12
2795,156.12
2796,156.06
2797,156.06
2798,156.09
2799,156.06
2800,156.09
2801,156.14
2802,156.11
2803,156.09
2804,156.18
2805,156.17
2806,156.09
2807,156.12
2808,156.16
2809,156.17
2810,156.23
2811,156.28
2812,156.22
2813,156.14
2814,156.19
2815,156.15
2816,156.12
2817,156.23
2818,156.23
2819,156.09
2820,156.09
2821,156.17
2822,156.14
2823,156.16
2824,156.23
2825,156.14
2826,156.13
2827,156.19
2828,156.17
2829,156.16
2830,156.22
2831,156.22
2832,156.12
2833,156.15
2834,156.27
2835,156.28
2836,156.25
2837,156.23
2838,156.25
2839,156.22
2840,156.26
2841,156.27
2842,156.17
2843,156.23
2844,156.26
2845,156.15
2846,156.16
2847,156.27
2848,156.22
2849,156.14
2850,156.22
2851,156.22
2852,156.19
2853,156.25
2854,156.23
2855,156.17
2856,156.23
2857,156.3
2858,156.2
2859,156.22
2860,156.3
2861,156.23
2862,156.23
2863,156.26
2864,156.31
2865,156.33
2866,156.34
2867,156.27
2868,156.16
2869,156.18
2870,156.27
2871,156.26
2872,156.2
2873,156.27
2874,156.31
2875,156.28
2876,156.33
2877,156.37
2878,156.34
2879,156.37
2880,156.38
2881,156.33
2882,156.31
2883,156.35
2884,156.38
2885,156.37
2886,156.38
2887,156.38
2888,156.36
2889,156.36
2890,156.31
2891,156.27
2892,156.26
2893,156.34
2894,156.3
2895,156.23
2896,156.25
2897,156.23
2898,156.18
2899,156.23
2900,156.26
2901,156.19
2902,156.23
2903,156.76
2904,157.28
2905,157.59
2906,158.0
2907,158.36
2908,158.71
2909,159.21
2910,159.7
2911,160.06
2912,160.5
2913,160.97
2914,161.27
2915,161.49
2916,161.82
2917,162.13
2918,162.39
2919,162.71
2920,162.88
2921,162.92
2922,163.09
2923,163.35
2924,163.52
2925,163.71
2926,163.88
2927,163.97
2928,164.11
2929,164.33
2930,164.51
2931,164.59
2932,164.71
2933,164.81
2934,164.86
2935,164.94
2936,165.14
2937,165.27
2938,165.27
2939,165.38
2940,165.46
2941,165.45
2942,165.59
2943,165.73
2944,165.69
2945,165.7
2946,165.81
2947,165.86
2948,165.87
2949,165.96
2950,165.97
2951,165.89
2952,165.98
2953,166.05
2954,165.98
2955,166.05
2956,166.16
2957,166.11
2958,166.06
2959,166.18
2960,166.27
2961,166.24
2962,166.27
2963,166.32
2964,166.26
2965,166.27
2966,166.35
2967,166.32
2968,166.27
2969,166.3
2970,166.24
2971,166.14
2972,166.2
2973,166.29
2974,166.3
2975,166.3
2976,166.29
2977,166.27
2978,166.27
2979,166.27
2980,166.31
2981,166.34
2982,166.38
2983,166.4
2984,166.33
2985,166.31
2986,166.43
2987,166.42
2988,166.32
2989,166.34
2990,166.34
2991,166.29
2992,166.35
2993,166.43
2994,166.37
2995,166.31
2996,166.33
2997,166.35
2998,166.32
2999,166.38
3000,166.44
3001,166.37
3002,166.38
3003,166.44
3004,166.38
3005,166.43
3006,166.51
3007,166.4
3008,166.32
3009,166.38
3010,166.42
3011,166.35
3012,166.35
3013,166.41
3014,166.34
3015,166.31
3016,166.37
3017,166.35
3018,166.33
3019,166.38
3020,166.4
3021,166.32
3022,166.33
3023,166.38
3024,166.43
3025,166.41
3026,166.4
3027,166.38
3028,166.31
3029,166.32
3030,166.34
3031,166.3
3032,166.38
3033,166.46
3034,166.38
3035,166.32
3036,166.42
3037,166.45
3038,166.4
3039,166.38
3040,166.38
3041,166.33
3042,166.35
3043,166.48
3044,166.44
3045,166.34
3046,166.41
3047,166.45
3048,166.41
3049,166.46
3050,166.46
3051,166.31
3052,166.33
3053,166.45
3054,166.41
3055,166.34
3056,166.43
3057,166.44
3058,166.37
3059,166.38
3060,166.42
3061,166.41
3062,166.48
3063,166.56
3064,166.43
3065,166.38
3066,166.48
3067,166.43
3068,166.33
3069,166.37
3070,166.41
3071,166.35
3072,166.38
3073,166.43
3074,166.31
3075,166.27
3076,166.33
3077,166.35
3078,166.35
3079,166.43
3080,166.46
3081,166.37
3082,166.34
3083,166.41
3084,166.43
3085,166.42
3086,166.44
3087,166.42
3088,166.31
3089,166.31
3090,166.38
3091,166.34
3092,166.32
3093,166.32
3094,166.27
3095,166.23
3096,166.33
3097,166.38
3098,166.3
3099,166.35
3100,166.41
3101,166.34
3102,166.29
3103,166.4
3104,166.4
3105,166.29
3106,166.27
3107,166.3
3108,166.3
3109,166.33
3110,166.4
3111,166.35
3112,166.34
3113,166.38
3114,166.35
3115,166.33
3116,166.41
3117,166.42
3118,166.32
3119,166.33
3120,166.38
3121,166.37
3122,166.38
3123,166.5
3124,166.44
3125,166.33
3126,166.38
3127,166.41
3128,166.37
3129,166.44
3130,166.5
3131,166.38
3132,166.31
3133,166.38
3134,166.38
3135,166.34
3136,166.38
3137,166.38
3138,166.29
3139,166.29
3140,166.4
3141,166.43
3142,166.38
3143,166.43
3144,166.41
3145,166.29
3146,166.3
3147,166.34
3148,166.32
3149,166.35
3150,166.34
3151,166.3
3152,166.27
3153,166.38
3154,166.46
3155,166.38
3156,166.37
3157,166.37
3158,166.3
3159,166.41
3160,166.53
3161,166.42
3162,166.35
3163,166.41
3164,166.38
3165,166.35
3166,166.43
3167,166.48
3168,166.35
3169,166.27
3170,166.29
3171,166.29
3172,166.31
3173,166.37
3174,166.33
3175,166.29
3176,166.37
3177,166.41
3178,166.35
3179,166.37
3180,166.44
3181,166.37
3182,166.27
3183,166.34
3184,166.41
3185,166.41
3186,166.44
3187,166.43
3188,166.35
3189,166.34
3190,166.37
3191,166.33
3192,166.34
3193,166.42
3194,166.42
3195,166.34
3196,166.35
3197,166.45
3198,166.46
3199,166.41
3200,166.41
3201,166.41
3202,166.41
3203,166.48
3204,166.52
3205,166.46
3206,166.46
3207,166.48
3208,166.38
3209,166.35
3210,166.43
3211,166.42
3212,166.31
3213,166.31
3214,166.3
3215,166.26
3216,166.37
3217,166.45
3218,166.37
3219,166.34
3220,166.42
3221,166.38
3222,166.4
3223,166.56
3224,166.57
3225,166.48
3226,166.48
3227,166.52
3228,166.45
3229,166.46
3230,166.59
3231,166.51
3232,166.44
3233,166.48
3234,166.51
3235,166.52
3236,166.57
3237,166.62
3238,166.48
3239,166.38
3240,166.43
3241,166.44
3242,166.43
3243,166.46
3244,166.43
3245,166.34
3246,166.41
3247,166.44
3248,166.29
3249,166.27
3250,166.38
3251,166.37
3252,166.33
3253,166.37
3254,166.31
3255,166.19
3256,166.27
3257,166.38
3258,166.35
3259,166.32
3260,166.38
3261,166.37
3262,166.27
3263,166.27
3264,166.34
3265,166.33
3266,166.27
3267,166.3
3268,166.21
3269,166.14
3270,166.27
3271,166.35
3272,166.32
3273,166.33
3274,166.34
3275,166.27
3276,166.29
3277,166.4
3278,166.32
3279,166.29
3280,166.37
3281,166.37
3282,166.31
3283,166.38
3284,166.44
3285,166.34
3286,166.34
3287,166.33
3288,166.26
3289,166.29
3290,166.4
3291,166.38
3292,166.27
3293,166.32
3294,166.35
3295,166.29
3296,166.32
3297,166.41
3298,166.37
3299,166.3
3300,166.38
3301,166.42
3302,166.38
3303,166.41
3304,166.38
3305,166.3
3306,166.32
3307,166.37
3308,166.33
3309,166.29
3310,166.34
3311,166.34
3312,166.27
3313,166.29
3314,166.35
3315,166.33
3316,166.32
3317,166.41
3318,166.38
3319,166.27
3320,166.33
3321,166.37
3322,166.31
3323,166.33
3324,166.34
3325,166.27
3326,166.27
3327,166.37
3328,166.33
3329,166.24
3330,166.27
3331,166.29
3332,166.26
3333,166.3
3334,166.38
3335,166.31
3336,166.27
3337,166.34
3338,166.31
3339,166.3
3340,166.37
3341,166.4
3342,166.29
3343,166.29
3344,166.37
3345,166.31
3346,166.3
3347,166.42
3348,166.37
3349,166.27
3350,166.29
3351,166.26
3352,166.18
3353,166.22
3354,166.29
3355,166.22
3356,166.21
3357,166.27
3358,166.27
3359,166.27
3360,166.27
3361,166.27
3362,166.24
3363,166.2
3364,166.23
3365,166.22
3366,166.27
3367,166.38
3368,166.35
3369,166.24
3370,166.24
3371,166.33
3372,166.32
3373,166.27
3374,166.3
3375,166.3
3376,166.26
3377,166.3
3378,166.37
3379,166.32
3380,166.31
3381,166.35
3382,166.32
3383,166.27
3384,166.31
3385,166.26
3386,166.2
3387,166.29
3388,166.29
3389,166.27
3390,166.38
3391,166.45
3392,166.38
3393,166.33
3394,166.41
3395,166.4
3396,166.38
3397,166.48
3398,166.52
3399,166.41
3400,166.4
3401,166.45
3402,166.42
3403,166.45
3404,166.52
3405,166.45
3406,166.34
3407,166.35
3408,166.43
3409,166.38
3410,166.4
3411,166.44
3412,166.37
3413,166.34
3414,166.38
3415,166.4
3416,166.37
3417,166.38
3418,166.38
3419,166.27
3420,166.3
3421,166.38
3422,166.38
3423,166.35
3424,166.34
3425,166.27
3426,166.27
3427,166.34
3428,166.32
3429,166.21
3430,166.23
3431,166.3
3432,166.3
3433,166.31
3434,166.38
3435,166.37
3436,166.3
3437,166.35
3438,166.37
3439,166.32
3440,166.3
3441,166.29
3442,166.21
3443,166.2
3444,166.27
3445,166.23
3446,166.2
3447,166.23
3448,166.24
3449,166.19
3450,166.19
3451,166.3
3452,166.29
3453,166.26
3454,166.3
3455,166.27
3456,166.23
3457,166.32
3458,166.41
3459,166.27
3460,166.23
3461,166.26
3462,166.14
3463,166.13
3464,166.27
3465,166.27
3466,166.13
3467,166.19
3468,166.24
3469,166.16
3470,166.18
3471,166.22
3472,166.16
3473,166.16
3474,166.26
3475,166.31
3476,166.27
3477,166.31
3478,166.31
3479,166.18
3480,166.14
3481,166.2
3482,166.2
3483,166.16
3484,166.2
3485,166.21
3486,166.1
3487,166.08
3488,166.16
3489,166.16
3490,166.11
3491,166.19
3492,166.18
3493,166.19
3494,166.37
3495,166.45
3496,166.41
3497,166.38
3498,166.42
3499,166.34
3500,166.27
3501,166.35
3502,166.34
3503,166.21
3504,166.24
3505,166.27
3506,166.2
3507,166.26
3508,166.37
3509,166.27
3510,166.16
3511,166.22
3512,166.26
3513,166.24
3514,166.32
3515,166.34
3516,166.23
3517,166.22
3518,166.29
3519,166.24
3520,166.2
3521,166.29
3522,166.29
3523,166.21
3524,166.22
3525,166.26
3526,166.27
3527,166.35
3528,166.43
3529,166.38
3530,166.27
3531,166.33
3532,166.44
3533,166.41
3534,166.38
3535,166.38
3536,166.33
3537,166.34
3538,166.45
3539,166.42
3540,166.33
3541,166.35
3542,166.34
3543,166.31
3544,166.27
3545,166.31
3546,166.27
3547,166.24
3548,166.27
3549,166.27
3550,166.23
3551,166.27
3552,166.38
3553,166.32
3554,166.35
3555,166.4
3556,166.31
3557,166.3
3558,166.38
3559,166.38
3560,166.3
3561,166.34
3562,166.38
3563,166.27
3564,166.32
3565,166.41
3566,166.32
3567,166.27
3568,166.31
3569,166.29
3570,166.29
3571,166.38
3572,166.38
3573,166.3
3574,166.3
3575,166.37
3576,166.34
3577,166.32
3578,166.32
3579,166.27
3580,166.21
3581,166.23
3582,166.29
3583,166.27
3584,166.29
3585,166.29
3586,166.22
3587,166.16
3588,166.2
3589,166.27
3590,166.26
3591,166.27
3592,166.27
3593,166.21
3594,166.24
3595,166.34
3596,166.32
3597,166.22
3598,166.26
3599,166.29
3600,166.2
3601,166.23
3602,166.31
3603,166.26
3604,166.27
3605,166.37
3606,166.32
3607,166.24
3608,166.35
3609,166.37
3610,166.27
3611,166.33
3612,166.45
3613,166.44
3614,166.4
3615,166.4
3616,166.42
3617,166.37
3618,166.42
3619,166.51
3620,166.38
3621,166.32
3622,166.38
3623,166.32
3624,166.3
3625,166.41
3626,166.4
3627,166.24
3628,166.24
3629,166.3
3630,166.27
3631,166.35
3632,166.43
3633,166.34
3634,166.27
3635,166.3
3636,166.37
3637,166.41
3638,166.45
3639,166.44
3640,166.38
3641,166.34
3642,166.33
3643,166.34
3644,166.38
3645,166.43
3646,166.37
3647,166.29
3648,166.35
3649,166.4
3650,166.41
3651,166.42
3652,166.43
3653,166.42
3654,166.35
3655,166.4
3656,166.43
3657,166.37
3658,166.34
3659,166.35
3660,166.32
3661,166.27
3662,166.38
3663,166.43
3664,166.33
3665,166.33
3666,166.34
3667,166.32
3668,166.38
3669,166.51
3670,166.48
3671,166.4
3672,166.46
3673,166.48
3674,166.42
3675,166.51
3676,166.54
3677,166.42
3678,166.41
3679,166.45
3680,166.42
3681,166.38
3682,166.48
3683,166.48
3684,166.3
3685,166.24
3686,166.24
3687,166.21
3688,166.26
3689,166.38
3690,166.3
3691,166.16
3692,166.24
3693,166.27
3694,166.23
3695,166.27
3696,166.29
3697,166.21
3698,166.21
3699,166.27
3700,166.32
3701,166.32
3702,166.34
3703,166.37
3704,166.29
3705,166.29
3706,166.37
3707,166.38
3708,166.37
3709,166.38
3710,166.41
3711,166.33
3712,166.33
3713,166.42
3714,166.38
3715,166.32
3716,166.3
3717,166.23
3718,166.22
3719,166.34
3720,166.35
3721,166.23
3722,166.26
3723,166.34
3724,166.29
3725,166.27
3726,166.38
3727,166.41
3728,166.3
3729,166.31
3730,166.32
3731,166.29
3732,166.38
3733,166.42
3734,166.27
3735,166.19
3736,166.24
3737,166.21
3738,166.18
3739,166.27
3740,166.27
3741,166.21
3742,166.21
3743,166.26
3744,166.23
3745,166.22
3746,166.31
3747,166.22
3748,166.13
3749,166.27
3750,166.33
3751,166.29
3752,166.32
3753,166.33
3754,166.27
3755,166.22
3756,166.26
3757,166.27
3758,166.23
3759,166.27
3760,166.27
3761,166.18
3762,166.16
3763,166.27
3764,166.27
3765,166.22
3766,166.27
3767,166.26
3768,166.22
3769,166.24
3770,166.32
3771,166.27
3772,166.19
3773,166.24
3774,166.2
3775,166.14
3776,166.24
3777,166.29
3778,166.13
3779,166.07
3780,166.18
3781,166.14
3782,166.14
3783,166.31
3784,166.27
3785,166.2
3786,166.27
3787,166.3
3788,166.27
3789,166.35
3790,166.42
3791,166.24
3792,166.2
3793,166.29
3794,166.3
3795,166.23
3796,166.31
3797,166.33
3798,166.23
3799,166.3
3800,166.38
3801,166.31
3802,166.27
3803,166.33
3804,166.38
3805,166.33
3806,166.38
3807,166.41
3808,166.31
3809,166.32
3810,166.34
3811,166.34
3812,166.35
3813,166.38
3814,166.31
3815,166.2
3816,166.27
3817,166.4
3818,166.38
3819,166.38
3820,166.41
3821,166.34
3822,166.29
3823,166.35
3824,166.38
3825,166.33
3826,166.34
3827,166.35
3828,166.3
3829,166.26
3830,166.38
3831,166.41
3832,166.33
3833,166.32
3834,166.32
3835,166.27
3836,166.29
3837,166.38
3838,166.3
3839,166.22
3840,166.27
3841,166.23
3842,166.16
3843,166.23
3844,166.3
3845,166.21
3846,166.21
3847,166.29
3848,166.23
3849,166.21
3850,166.27
3851,166.24
3852,166.16
3853,166.19
3854,166.26
3855,166.21
3856,166.23
3857,166.33
3858,166.27
3859,166.22
3860,166.37
3861,166.44
3862,166.4
3863,166.45
3864,166.54
3865,166.46
3866,166.41
3867,166.48
3868,166.46
3869,166.44
3870,166.48
3871,166.48
3872,166.32
3873,166.33
3874,166.45
3875,166.44
3876,166.41
3877,166.37
3878,166.35
3879,166.3
3880,166.32
3881,166.41
3882,166.38
3883,166.38
3884,166.41
3885,166.38
3886,166.34
3887,166.41
3888,166.45
3889,166.33
3890,166.33
3891,166.35
3892,166.33
3893,166.37
3894,166.46
3895,166.51
3896,166.38
3897,166.31
3898,166.33
3899,166.29
3900,166.35
3901,166.42
3902,166.3
3903,165.84
3904,165.24
3905,164.79
3906,164.38
3907,164.08
3908,163.71
3909,163.28
3910,162.91
3911,162.56
3912,162.28
3913,161.97
3914,161.67
3915,161.32
3916,161.01
3917,160.86
3918,160.69
3919,160.45
3920,160.26
3921,160.02
3922,159.8
3923,159.64
3924,159.54
3925,159.43
3926,159.27
3927,159.11
3928,158.92
3929,158.73
3930,158.63
3931,158.59
3932,158.41
3933,158.24
3934,158.21
3935,158.11
3936,158.01
3937,157.98
3938,157.89
3939,157.69
3940,157.62
3941,157.6
3942,157.5
3943,157.44
3944,157.48
3945,157.38
3946,157.23
3947,157.19
3948,157.15
3949,157.08
3950,157.09
3951,157.08
3952,156.98
3953,156.95
3954,156.98
3955,156.9
3956,156.84
3957,156.84
3958,156.79
3959,156.72
3960,156.72
3961,156.73
3962,156.7
3963,156.66
3964,156.63
3965,156.57
3966,156.52
3967,156.58
3968,156.66
3969,156.57
3970,156.55
3971,156.58
3972,156.52
3973,156.54
3974,156.52
3975,156.48
3976,156.49
3977,156.6
3978,156.59
3979,156.52
3980,156.54
3981,156.48
3982,156.42
3983,156.48
3984,156.52
3985,156.47
3986,156.41
3987,156.39
3988,156.34
3989,156.33
3990,156.41
3991,156.42
3992,156.33
3993,156.35
3994,156.41
3995,156.34
3996,156.3
3997,156.38
3998,156.38
3999,156.34
4000,156.41
4001,156.44
4002,156.41
4003,156.42
4004,156.39
4005,156.31
4006,156.35
4007,156.39
4008,156.36
4009,156.36
4010,156.35
4011,156.34
4012,156.37
4013,156.37
4014,156.37
4015,156.34
4016,156.31
4017,156.35
4018,156.37
4019,156.38
4020,156.48
4021,156.5
4022,156.35
4023,156.38
4024,156.42
4025,156.41
4026,156.49
4027,156.57
4028,156.49
4029,156.38
4030,156.44
4031,156.44
4032,156.41
4033,156.47
4034,156.36
4035,156.17
4036,156.17
4037,156.23
4038,156.19
4039,156.2
4040,156.3
4041,156.2
4042,156.15
4043,156.18
4044,156.19
4045,156.17
4046,156.22
4047,156.25
4048,156.2
4049,156.28
4050,156.37
4051,156.31
4052,156.31
4053,156.35
4054,156.31
4055,156.28
4056,156.36
4057,156.39
4058,156.31
4059,156.33
4060,156.35
4061,156.26
4062,156.2
4063,156.28
4064,156.31
4065,156.31
4066,156.41
4067,156.39
4068,156.38
4069,156.48
4070,156.5
4071,156.39
4072,156.38
4073,156.46
4074,156.46
4075,156.42
4076,156.52
4077,156.5
4078,156.38
4079,156.44
4080,156.48
4081,156.39
4082,156.38
4083,156.41
4084,156.33
4085,156.31
4086,156.37
4087,156.33
4088,156.3
4089,156.35
4090,156.34
4091,156.28
4092,156.31
4093,156.35
4094,156.31
4095,156.31
4096,156.34
4097,156.25
4098,156.18
4099,156.31
4100,156.35
4101,156.25
4102,156.27
4103,156.31
4104,156.25
4105,156.27
4106,156.37
4107,156.31
4108,156.23
4109,156.27
4110,156.27
4111,156.23
4112,156.25
4113,156.27
4114,156.23
4115,156.23
4116,156.3
4117,156.26
4118,156.3
4119,156.35
4120,156.27
4121,156.22
4122,156.28
4123,156.37
4124,156.33
4125,156.28
4126,156.31
4127,156.25
4128,156.28
4129,156.42
4130,156.39
4131,156.33
4132,156.34
4133,156.33
4134,156.26
4135,156.31
4136,156.36
4137,156.28
4138,156.27
4139,156.26
4140,156.2
